61.760,206.390,350.150,494.380,638.380,782.060,926.280,1070.210,1213.990,1358.040,1509.940,1678.320,1814.970,1945.760,2113.190,2281.840,2422.640,2551.620,2713.900,2882.650,3025.740,3154.940,3315.160,3469.070,3613.400,3757.320,3901.340,4045.420,4189.110,4332.870,4476.840,4620.700,4764.620,4908.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60.340,205.580,350.160,494.050,639.090,782.560,927.060,1070.960,1214.820,1359.300,1494.750,1623.550,1647.750,1789.760,1967.010,2097.150,2224.180,2249.370,2391.150,2571.910,2710.700,2835.150,2861.940,3002.930,3035.090,3180.800,3345.070,3481.650,3627.370,3771.750,3915.640,4059.530,4204.190,4348.390,4492.850,4637.570,4781.520,4925.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.250,205.530,349.160,493.150,636.800,780.420,924.770,1068.680,1213.580,1358.180,1493.860,1623.450,1647.520,1789.220,1965.860,2095.420,2223.850,2249.020,2390.560,2567.950,2699.690,2828.980,2854.150,2994.990,3022.270,3170.620,3308.680,3447.360,3592.080,3736.010,3879.640,4023.220,4167.710,4311.830,4456.430,4600.260,4744.720,4889.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60.800,205.990,350.330,494.330,638.090,781.970,926.160,1070.350,1214.850,1358.840,1495.490,1623.530,1648.590,1789.650,1965.260,2096.180,2223.930,2248.990,2389.990,2567.660,2701.360,2829.540,2855.760,2996.200,3019.680,3167.570,3304.230,3443.550,3588.380,3732.370,3876.630,4020.570,4164.350,4308.430,4452.820,4596.500,4740.490,4884.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67.330,210.560,354.700,498.260,641.880,785.440,929.640,1073.720,1217.550,1361.110,1496.510,1622.970,1645.660,1785.600,1961.550,2088.430,2221.950,2243.590,2384.080,2556.560,2681.180,2821.320,2842.860,2983.460,3157.150,3281.400,3429.790,3574.740,3719.050,3862.510,4005.850,4150.410,4294.780,4438.650,4582.490,4726.670,4870.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77.980,225.630,369.190,512.600,656.410,800.480,944.330,1087.990,1231.280,1374.910,1522.190,1643.620,1671.330,1807.930,1830.480,1974.320,2120.840,2242.250,2270.660,2407.640,2430.020,2573.700,2718.630,2840.080,2865.520,3003.390,3028.610,3173.060,3317.420,3453.860,3598.510,3742.240,3885.570,4028.940,4173.120,4317.040,4461.070,4604.880,4748.590,4892.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70.040,215.320,360.060,504.490,648.370,792.610,937.190,1081.690,1226.050,1370.510,1509.920,1634.930,1661.610,1802.840,1837.110,1983.430,2157.740,2284.590,2422.420,2446.440,2589.620,2767.430,2896.760,3024.490,3050.120,3192.850,3380.480,3526.100,3670.930,3815.290,3959.830,4104.240,4248.530,4393.080,4537.250,4681.970,4826.520,4970.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53.730,198.290,341.600,484.920,628.430,772.210,916.110,1060.210,1204.000,1347.790,1480.530,1619.810,1641.020,1781.390,1950.850,2074.140,2220.100,2241.600,2381.980,2553.020,2676.820,2820.260,2841.460,2981.850,3153.150,3276.570,3428.660,3574.310,3718.290,3862.360,4006.240,4149.670,4292.930,4437.040,4580.690,4724.690,4868.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62.110,205.680,348.960,492.670,636.100,780.560,924.310,1068.620,1212.530,1356.510,1491.440,1622.440,1645.390,1786.490,1962.030,2089.410,2222.580,2246.300,2387.160,2563.190,2691.090,2823.350,2847.880,2988.620,3166.240,3297.990,3433.990,3577.920,3721.800,3865.890,4010.110,4154.300,4298.170,4441.790,4586.070,4730.220,4873.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64.870,210.770,354.540,498.560,642.900,786.040,929.690,1073.610,1217.650,1361.300,1497.370,1623.470,1648.920,1789.740,1965.480,2097.310,2223.630,2248.430,2389.310,2565.320,2696.070,2823.660,2848.080,2988.710,3164.580,3295.380,3433.530,3577.930,3721.980,3866.520,4010.600,4154.410,4298.730,4442.560,4586.350,4730.480,4874.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
