52.110,196.080,340.520,484.730,628.700,772.380,916.860,1060.660,1204.760,1349.220,1482.340,1620.540,1644.390,1787.030,1965.050,2093.020,2223.680,2248.420,2390.700,2568.960,2702.200,2829.960,2855.920,2997.550,3020.040,3169.280,3306.970,3446.090,3591.260,3735.110,3878.930,4023.050,4167.590,4311.980,4456.230,4601.120,4745.220,4889.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57.200,202.680,346.250,490.240,634.380,778.100,921.860,1065.450,1209.170,1352.590,1505.300,1672.810,1807.060,1940.290,2112.140,2281.460,2422.070,2551.070,2712.920,2881.540,3021.930,3150.830,3314.940,3470.370,3614.610,3758.780,3902.750,4046.000,4189.580,4333.690,4477.540,4621.470,4765.220,4908.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66.770,214.210,358.130,501.930,645.550,789.460,933.570,1077.720,1220.990,1364.660,1514.350,1680.800,1821.590,1951.100,2113.380,2280.850,2421.050,2550.590,2712.700,2880.320,3020.170,3150.470,3312.070,3464.150,3608.570,3752.160,3896.150,4040.190,4184.220,4327.630,4471.780,4615.630,4760.070,4904.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45.570,190.380,334.090,477.830,621.380,765.420,909.100,1053.170,1197.630,1341.310,1496.300,1660.470,1791.930,1931.870,2102.750,2272.520,2406.730,2540.650,2709.290,2878.630,3016.210,3146.730,3312.020,3463.110,3607.870,3751.870,3895.870,4039.930,4184.040,4328.260,4472.040,4616.410,4760.540,4904.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49.240,193.510,338.330,482.370,625.790,769.750,912.810,1056.560,1200.720,1345.150,1498.800,1664.260,1795.380,1932.480,1981.660,2125.640,2158.480,2302.890,2473.160,2607.970,2740.690,2919.270,2957.180,3103.350,3273.000,3406.800,3550.720,3693.570,3837.980,3981.090,4124.790,4268.380,4412.190,4556.380,4700.300,4844.200,4988.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49.970,195.610,339.240,484.380,628.200,771.570,914.840,1058.690,1203.040,1347.660,1500.980,1668.860,1801.450,1935.760,2114.500,2286.110,2434.620,2562.360,2717.630,2885.530,3031.040,3159.040,3316.470,3471.080,3615.470,3758.840,3902.740,4046.630,4190.640,4334.900,4478.710,4622.800,4767.260,4911.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66.130,210.320,353.870,498.130,642.470,786.570,929.940,1073.570,1216.960,1361.480,1511.410,1677.620,1815.220,1946.050,2111.900,2279.900,2419.620,2549.260,2713.110,2880.810,3021.530,3150.850,3313.830,3467.920,3612.740,3756.600,3900.430,4044.870,4189.460,4332.600,4476.260,4620.270,4764.360,4908.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47.390,191.860,335.930,479.960,623.380,767.170,911.190,1054.620,1197.860,1341.700,1495.350,1655.410,1785.570,1928.540,2102.840,2270.750,2405.160,2538.660,2713.450,2884.150,3029.290,3157.820,3315.680,3469.100,3613.200,3757.010,3901.110,4044.570,4188.910,4332.600,4476.260,4619.940,4762.910,4907.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61.530,207.600,351.330,495.680,639.820,784.180,927.740,1071.830,1215.010,1359.360,1509.610,1675.830,1811.940,1943.350,2110.300,2278.300,2416.240,2546.360,2712.560,2879.920,3020.440,3149.840,3312.720,3467.350,3612.230,3756.780,3900.890,4044.160,4187.920,4331.940,4475.260,4618.400,4762.170,4906.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59.920,205.750,349.700,493.300,637.290,780.660,924.020,1067.590,1211.610,1355.250,1507.210,1674.110,1808.860,1941.070,2110.600,2278.490,2416.700,2547.390,2712.310,2879.860,3018.930,3148.730,3313.890,3467.240,3611.840,3755.430,3899.300,4043.270,4187.590,4331.430,4475.410,4618.730,4762.680,4906.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56.940,201.690,345.520,489.900,633.720,778.070,922.060,1065.980,1210.270,1354.180,1506.390,1672.560,1807.240,1940.690,2108.080,2275.330,2411.270,2543.390,2708.310,2875.120,3010.880,3143.360,3309.400,3459.330,3603.560,3747.430,3891.620,4035.810,4179.980,4323.460,4467.650,4611.740,4755.590,4899.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64.750,209.810,353.820,497.440,640.900,784.740,928.550,1072.510,1216.590,1360.050,1509.740,1675.520,1811.970,1943.840,2109.440,2275.570,2412.390,2543.860,2708.700,2875.660,3012.880,3144.070,3308.230,3457.910,3601.530,3745.310,3889.020,4032.900,4176.750,4320.330,4464.000,4607.810,4751.530,4895.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
