80.070,92.410,109.880,204.070,217.680,239.650,329.240,341.990,360.530,452.300,465.470,485.860,576.020,588.910,608.570,699.560,712.680,732.480,823.090,836.020,855.900,946.800,959.840,979.950,1070.360,1083.270,1102.750,1193.670,1206.740,1226.470,1317.030,1330.090,1350.040,1434.240,1446.850,1464.980,1562.930,1575.920,1595.460,1750.840,1765.670,1796.520,1887.850,1900.480,1923.180,2010.350,2021.820,2036.940,2068.550,2160.740,2173.010,2190.170,2232.400,2324.840,2338.100,2358.630,2442.370,2455.220,2473.760,2569.150,2581.900,2600.670,2703.400,2723.860,2812.140,2823.850,2839.510,2883.340,2974.180,2986.370,3002.950,3031.660,3123.690,3137.020,3158.250,3241.710,3254.360,3272.640,3368.990,3381.840,3401.000,3492.360,3505.470,3525.860,3616.160,3629.180,3648.800,3739.640,3752.690,3772.640,3863.290,3876.330,3895.930,3986.570,3999.720,4019.950,4110.580,4123.490,4143.030,4233.930,4246.870,4266.750,4357.050,4370.000,4389.690,4480.440,4493.510,4513.190,4603.670,4616.740,4636.490,4727.810,4740.820,4760.730,4851.160,4864.170,4883.670,4974.070,4987.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72.600,84.940,102.260,197.770,211.550,234.370,323.180,335.820,354.090,446.380,459.760,480.610,569.910,582.610,601.520,692.340,705.490,725.310,815.370,828.240,847.270,937.970,951.010,970.770,1060.900,1073.920,1093.370,1183.860,1196.820,1216.330,1306.480,1319.450,1339.140,1433.110,1446.970,1470.880,1556.450,1568.990,1587.090,1681.320,1694.320,1712.790,1809.720,1824.950,1873.370,1959.400,1971.630,1988.640,2084.890,2098.010,2116.320,2210.910,2225.940,2257.990,2343.520,2355.570,2372.400,2475.150,2488.730,2510.500,2601.600,2616.010,2642.780,2729.480,2741.370,2757.560,2870.070,2884.180,2908.700,2997.720,3011.220,3034.680,3122.370,3134.250,3150.430,3266.880,3281.190,3306.870,3395.300,3407.960,3426.490,3518.240,3531.480,3551.920,3641.340,3654.200,3673.290,3764.300,3777.330,3797.120,3887.380,3900.390,3919.860,4010.340,4023.410,4042.820,4133.360,4146.350,4165.670,4256.350,4269.420,4288.890,4379.030,4392.000,4411.100,4501.520,4514.480,4533.830,4624.070,4637.150,4656.900,4746.980,4760.010,4779.350,4869.860,4882.810,4902.700,4992.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.640,92.880,105.160,122.440,217.630,231.420,254.320,343.610,356.260,374.960,467.070,480.330,500.500,590.600,603.560,623.090,714.230,727.440,747.340,837.460,850.430,870.000,960.990,974.000,993.770,1084.290,1097.320,1117.130,1208.140,1221.170,1240.590,1331.400,1344.440,1364.360,1459.590,1472.610,1492.870,1583.190,1596.660,1622.360,1712.070,1723.890,1739.690,1865.100,1879.880,1910.040,1999.420,2013.020,2035.860,2123.880,2135.880,2152.110,2259.350,2273.530,2299.610,2389.460,2402.260,2426.320,2515.500,2527.330,2543.650,2656.430,2671.080,2701.010,2790.760,2803.480,2825.900,2915.770,2927.690,2944.070,3054.330,3068.820,3098.170,3186.790,3199.410,3221.790,3311.940,3323.960,3340.320,3442.940,3457.650,3485.730,3574.620,3587.120,3605.110,3698.600,3712.180,3733.480,3823.290,3836.010,3854.910,3946.820,3960.010,3980.520,4071.090,4083.990,4103.480,4195.120,4208.230,4228.110,4319.020,4332.080,4351.570,4442.090,4455.200,4475.360,4566.050,4578.980,4598.440,4689.170,4702.140,4722.050,4812.630,4825.510,4845.290,4935.890,4948.890,4968.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53.310,67.660,94.550,183.450,195.980,213.750,307.350,320.840,342.090,431.700,444.460,463.010,554.500,567.750,588.040,678.230,691.120,710.530,801.030,814.130,834.160,924.680,937.690,957.190,1048.010,1061.040,1080.910,1171.340,1184.300,1203.780,1294.520,1307.590,1327.220,1419.250,1433.500,1461.000,1546.840,1559.190,1576.590,1674.240,1687.460,1707.850,1800.160,1814.910,1844.910,1931.540,1943.510,1959.790,2069.390,2083.410,2107.400,2197.050,2210.620,2235.760,2323.770,2335.660,2351.930,2461.400,2475.540,2501.180,2591.300,2604.090,2626.630,2715.750,2727.600,2743.870,2853.750,2868.290,2899.670,2989.190,3001.730,3024.330,3114.120,3126.120,3142.440,3250.210,3264.790,3295.840,3384.030,3396.590,3414.880,3506.990,3520.380,3541.020,3630.850,3643.700,3662.540,3753.750,3766.980,3787.030,3877.270,3890.280,3909.390,3999.970,4013.070,4033.070,4123.850,4136.930,4156.400,4246.960,4260.030,4279.800,4370.440,4383.350,4402.740,4493.280,4506.350,4526.270,4617.040,4630.090,4649.910,4740.240,4753.210,4772.440,4863.050,4876.170,4895.760,4986.380,4999.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65.260,79.890,109.240,198.100,210.520,228.210,321.670,335.240,356.790,446.390,459.110,477.770,569.150,582.410,603.110,693.300,706.220,725.340,816.410,829.540,849.610,939.760,952.750,972.500,1062.960,1075.910,1095.230,1185.980,1198.840,1218.490,1308.930,1322.060,1341.770,1436.570,1450.270,1472.930,1558.990,1571.690,1590.370,1683.560,1696.500,1714.530,1813.470,1828.980,1964.180,1983.080,2077.750,2090.680,2109.830,2205.400,2220.530,2261.410,2347.500,2359.650,2376.200,2477.370,2490.690,2511.390,2604.450,2618.870,2647.530,2734.060,2745.980,2762.380,2868.080,2881.880,2905.340,2995.030,3008.290,3032.190,3120.540,3132.370,3148.260,3261.250,3275.780,3304.910,3393.770,3406.450,3424.760,3517.060,3530.440,3551.080,3641.040,3653.990,3672.940,3764.700,3777.900,3797.800,3888.200,3901.250,3920.640,4011.820,4024.920,4044.830,4135.060,4148.110,4167.700,4258.050,4271.070,4290.920,4381.440,4394.460,4413.880,4504.540,4517.480,4537.130,4627.340,4640.380,4660.050,4750.970,4763.970,4783.800,4874.110,4887.160,4906.640,4997.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63.100,76.870,99.500,188.600,201.290,219.670,311.420,324.690,345.230,434.910,447.760,466.940,557.790,570.920,591.070,681.150,694.120,713.440,803.950,817.060,836.820,926.980,940.070,959.610,1050.470,1063.540,1083.150,1173.370,1186.450,1205.850,1296.180,1309.170,1328.790,1421.090,1435.270,1460.690,1546.860,1559.230,1576.630,1674.660,1687.890,1708.350,1800.640,1815.260,1843.950,1930.780,1942.690,1959.000,2066.730,2080.890,2106.080,2195.450,2208.680,2231.820,2320.250,2332.170,2348.450,2458.380,2472.770,2501.120,2590.520,2603.220,2625.200,2714.700,2726.600,2742.970,2852.560,2867.200,2896.130,2984.630,2997.260,3017.960,3107.830,3119.990,3136.380,3241.290,3256.270,3291.960,3379.500,3392.050,3409.740,3503.410,3516.860,3538.400,3627.800,3640.590,3659.360,3751.210,3764.370,3784.850,3875.120,3888.050,3907.360,3997.970,4011.170,4031.000,4121.640,4134.530,4154.070,4244.940,4257.960,4277.480,4368.350,4381.320,4400.580,4490.960,4503.940,4523.400,4613.920,4626.940,4646.490,4737.180,4750.230,4769.900,4860.540,4873.620,4893.140,4983.340,4996.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80.490,92.920,110.740,206.290,219.850,242.200,331.390,344.090,362.620,454.410,467.670,488.190,578.110,591.030,610.250,701.140,714.330,734.210,824.290,837.280,856.390,947.290,960.370,980.280,1070.850,1083.860,1103.090,1193.270,1206.340,1226.260,1316.200,1329.090,1348.600,1444.090,1457.580,1479.160,1565.630,1578.630,1597.870,1688.280,1701.000,1717.710,1819.530,1835.450,1937.440,1951.780,1978.240,2070.270,2082.760,2100.800,2204.290,2220.620,2320.070,2333.250,2353.690,2448.320,2461.470,2482.570,2569.690,2582.730,2602.670,2692.470,2705.190,2721.830,2826.850,2842.880,2943.040,2957.440,2984.310,3075.660,3088.130,3105.790,3209.450,3226.460,3321.120,3333.950,3352.610,3444.320,3457.380,3477.810,3567.890,3580.770,3599.820,3690.470,3703.620,3723.480,3813.510,3826.520,3845.970,3936.630,3949.560,3969.320,4059.780,4072.720,4092.100,4182.720,4195.790,4215.570,4305.960,4318.950,4338.200,4428.750,4441.840,4461.610,4551.830,4564.890,4584.150,4674.830,4687.910,4707.740,4798.000,4811.020,4830.400,4921.160,4934.200,4953.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65.700,78.870,99.010,188.770,201.710,220.930,311.610,324.670,344.510,434.260,447.230,466.360,556.900,569.920,589.420,679.750,692.690,712.140,802.350,815.480,834.950,924.640,937.700,956.840,1047.340,1060.380,1080.200,1170.180,1183.160,1202.430,1292.560,1305.540,1325.040,1416.220,1430.310,1455.510,1541.180,1553.470,1570.410,1670.310,1683.700,1705.100,1796.130,1809.780,1834.200,1921.600,1933.430,1949.460,2072.400,2087.110,2114.710,2203.590,2217.170,2239.080,2326.280,2338.300,2354.860,2460.630,2474.690,2499.280,2588.460,2601.350,2623.940,2712.930,2724.810,2740.990,2853.300,2868.320,2903.770,2992.030,3004.500,3024.900,3114.220,3126.350,3143.060,3248.400,3262.760,3289.890,3376.330,3388.900,3406.850,3499.220,3512.620,3533.650,3622.570,3635.240,3653.540,3745.560,3758.840,3779.070,3868.560,3881.470,3900.460,3991.080,4004.260,4023.990,4113.740,4126.670,4145.720,4236.420,4249.560,4269.370,4358.870,4371.860,4391.070,4481.160,4494.110,4513.730,4603.830,4616.820,4636.170,4726.220,4739.300,4758.430,4848.350,4861.440,4880.870,4971.070,4984.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54.740,68.440,90.440,179.630,192.340,211.080,302.540,315.830,336.660,426.530,439.330,458.690,549.630,562.710,582.530,673.130,686.080,705.270,795.950,809.040,828.940,919.660,932.650,951.900,1043.150,1056.250,1075.800,1166.440,1179.440,1199.110,1289.780,1302.740,1322.240,1413.870,1428.140,1454.610,1540.770,1552.980,1570.060,1670.150,1683.630,1705.540,1796.720,1810.450,1836.480,1924.310,1936.200,1952.200,2063.680,2078.020,2105.550,2194.920,2208.070,2230.670,2319.460,2331.340,2347.600,2458.230,2472.590,2499.760,2589.550,2602.200,2624.860,2714.370,2726.380,2742.660,2851.000,2865.580,2895.660,2983.900,2996.460,3016.690,3107.200,3119.310,3135.710,3241.230,3256.100,3289.520,3376.870,3389.390,3407.090,3500.850,3514.330,3535.560,3625.400,3638.210,3657.310,3749.050,3762.210,3782.590,3873.020,3886.000,3905.540,3996.510,4009.520,4029.330,4119.820,4132.790,4152.230,4243.110,4256.130,4275.990,4366.500,4379.470,4399.170,4489.470,4502.460,4521.740,4612.420,4625.360,4644.850,4735.530,4748.640,4768.440,4859.330,4872.360,4891.870,4982.460,4995.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68.210,80.600,98.150,192.790,206.280,227.940,317.420,330.200,349.080,440.320,453.490,473.630,564.370,577.310,596.920,688.320,701.380,721.410,811.740,824.710,844.210,935.310,948.420,968.520,1059.060,1072.010,1091.610,1182.410,1195.420,1215.230,1306.100,1319.200,1338.780,1433.380,1447.200,1471.320,1557.710,1570.320,1588.630,1682.620,1695.590,1714.170,1809.200,1824.140,1863.030,1949.590,1961.820,1978.990,2078.360,2091.780,2112.240,2205.590,2220.070,2249.780,2336.330,2348.360,2364.980,2468.530,2482.180,2505.200,2595.790,2609.230,2634.340,2722.820,2734.700,2750.940,2860.680,2874.840,2901.020,2991.380,3004.240,3027.510,3116.800,3128.690,3145.000,3254.040,3268.310,3295.900,3384.650,3397.320,3415.860,3507.270,3520.510,3541.160,3631.470,3644.340,3663.690,3754.680,3767.740,3787.690,3878.270,3891.220,3910.830,4001.880,4014.930,4034.410,4125.130,4138.180,4157.810,4248.690,4261.610,4281.030,4371.690,4384.660,4404.280,4495.300,4508.370,4528.130,4618.860,4631.950,4651.730,4742.660,4755.680,4775.140,4866.000,4879.010,4898.780,4989.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
