15.860,105.890,118.280,135.710,230.200,243.830,266.610,356.800,369.680,388.880,480.650,493.890,514.610,605.330,618.340,637.970,729.320,742.490,762.720,854.190,867.140,887.110,978.220,991.280,1011.710,1102.460,1115.390,1135.170,1226.530,1239.450,1259.740,1350.750,1363.740,1383.720,1472.540,1486.210,1510.340,1600.170,1611.930,1627.250,1662.440,1755.520,1767.870,1785.390,1881.690,1897.340,1986.160,1999.580,2018.580,2114.990,2130.300,2174.950,2260.860,2273.230,2290.490,2381.980,2394.950,2411.140,2511.320,2527.670,2622.290,2635.540,2655.690,2751.070,2763.890,2783.280,2872.140,2885.930,2911.580,3001.140,3012.660,3027.890,3062.000,3155.210,3167.530,3185.380,3279.370,3294.800,3386.850,3400.520,3422.840,3513.090,3525.840,3544.750,3636.740,3650.010,3670.320,3761.060,3774.030,3793.560,3885.080,3898.160,3918.090,4009.260,4022.310,4042.060,4133.050,4146.090,4165.810,4256.990,4269.980,4289.740,4380.770,4393.790,4413.840,4504.710,4517.790,4538.210,4629.330,4642.330,4662.140,4753.250,4766.300,4786.390,4877.590,4890.680,4910.820,0.000,0.000,0.000,0.000,0.000,0.000
64.320,77.000,95.440,187.720,200.970,221.760,312.190,325.140,344.890,436.340,449.390,469.390,560.460,573.580,593.780,685.250,698.260,718.100,809.350,822.380,842.320,933.210,946.340,966.310,1057.310,1070.350,1090.610,1181.580,1194.570,1214.810,1305.730,1318.900,1339.230,1435.000,1448.910,1474.120,1560.900,1573.660,1592.510,1685.580,1698.560,1715.950,1815.280,1830.890,1934.000,1947.930,1971.600,2065.800,2078.550,2097.540,2192.690,2207.040,2348.190,2362.270,2387.880,2480.520,2493.130,2511.030,2615.320,2631.940,2726.820,2739.750,2759.430,2856.300,2869.530,2890.970,2980.440,2993.790,3019.270,3109.840,3121.540,3137.490,3254.830,3269.640,3303.150,3393.390,3406.050,3424.700,3517.150,3530.450,3551.570,3642.260,3655.090,3674.810,3766.080,3779.190,3799.540,3890.730,3903.750,3923.800,4015.050,4028.110,4048.210,4138.880,4151.880,4172.070,4262.990,4276.060,4295.900,4387.120,4400.150,4419.810,4510.990,4524.090,4544.160,4635.440,4648.490,4668.610,4759.510,4772.620,4792.740,4884.180,4897.150,4917.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.970,91.410,109.650,203.460,216.940,239.010,329.170,342.020,361.420,453.300,466.540,486.880,577.970,590.940,610.680,701.460,714.480,734.670,826.050,839.060,858.570,949.780,962.950,982.830,1073.530,1086.540,1106.180,1197.630,1210.700,1230.250,1321.150,1334.320,1354.500,1451.370,1464.670,1486.330,1574.630,1587.830,1609.920,1700.900,1712.770,1728.980,1838.770,1854.390,1961.830,1978.230,2081.560,2094.940,2114.940,2208.570,2223.620,2267.770,2354.780,2367.120,2384.710,2481.450,2494.550,2513.770,2608.890,2624.190,2737.540,2751.820,2778.920,2872.640,2885.230,2903.840,3004.570,3020.700,3120.250,3133.170,3152.650,3249.400,3262.710,3284.510,3372.400,3385.490,3405.800,3496.380,3509.420,3529.210,3620.110,3633.180,3653.320,3744.170,3757.230,3777.370,3868.400,3881.440,3901.310,3992.230,4005.190,4024.990,4116.190,4129.170,4149.410,4240.560,4253.560,4273.470,4364.130,4377.150,4397.180,4488.400,4501.440,4521.750,4612.720,4625.740,4645.650,4737.130,4750.160,4770.450,4861.310,4874.310,4894.130,4985.360,4998.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.620,93.030,105.300,122.940,217.710,231.370,253.880,343.880,356.630,375.240,466.890,480.150,500.450,590.910,603.780,623.180,714.580,727.730,747.830,838.400,851.350,871.020,962.560,975.580,995.650,1086.700,1099.680,1119.390,1210.340,1223.440,1243.260,1334.060,1347.190,1367.140,1462.730,1475.870,1496.120,1588.160,1601.680,1636.470,1724.630,1736.390,1752.220,1866.460,1880.640,1906.630,1996.750,2010.590,2035.920,2123.820,2135.700,2151.890,2260.790,2274.760,2300.480,2390.840,2403.760,2428.780,2517.980,2529.770,2545.840,2658.120,2672.520,2700.180,2790.040,2802.840,2826.380,2915.970,2927.800,2943.940,3055.530,3069.890,3098.570,3188.420,3201.160,3226.080,3315.670,3327.550,3343.730,3447.800,3462.500,3492.110,3581.790,3594.270,3611.960,3705.260,3718.770,3740.690,3830.800,3843.670,3862.590,3954.630,3967.860,3988.370,4078.750,4091.670,4111.120,4202.390,4215.530,4235.570,4326.550,4339.550,4359.250,4450.350,4463.390,4483.240,4574.540,4587.520,4607.770,4698.680,4711.670,4731.660,4822.550,4835.500,4855.150,4946.670,4959.710,4979.160,0.000,0.000,0.000,0.000,0.000
55.760,68.480,87.650,179.240,192.460,212.780,303.870,316.840,336.460,427.780,440.880,460.840,551.470,564.470,583.960,675.350,688.410,708.490,799.230,812.200,832.030,922.930,935.980,955.990,1047.250,1060.260,1080.120,1171.260,1184.320,1204.170,1295.050,1307.990,1327.710,1421.110,1435.430,1463.270,1549.330,1561.810,1579.830,1676.630,1689.760,1709.590,1804.120,1819.220,1861.860,1948.310,1960.520,1977.740,2077.150,2090.390,2110.600,2203.970,2218.930,2257.840,2344.300,2356.510,2373.640,2473.640,2486.990,2508.280,2601.090,2616.060,2648.620,2735.480,2747.440,2763.910,2868.700,2882.330,2905.800,2997.140,3011.250,3040.680,3128.250,3140.160,3156.680,3264.080,3277.960,3303.160,3394.130,3407.150,3426.760,3518.100,3531.220,3551.210,3642.300,3655.200,3674.790,3766.440,3779.470,3799.290,3890.040,3902.980,3923.100,4013.900,4026.920,4046.720,4137.620,4150.710,4170.800,4261.770,4274.800,4294.860,4385.590,4398.660,4418.780,4509.790,4522.760,4542.340,4633.490,4646.570,4666.290,4757.120,4770.190,4790.100,4881.190,4894.190,4914.150,0.000,0.000,0.000,0.000,0.000,0.000
55.890,69.730,93.290,183.230,195.920,214.680,306.680,319.980,340.780,431.710,444.680,464.130,555.800,568.850,589.170,680.480,693.420,713.370,804.790,817.870,837.980,929.100,942.000,962.040,1053.640,1066.790,1086.990,1177.940,1190.970,1211.380,1302.290,1315.340,1335.510,1430.720,1444.830,1470.930,1557.670,1570.360,1588.820,1683.090,1696.040,1714.410,1810.860,1826.200,1938.610,1953.060,1980.580,2073.860,2086.460,2105.000,2204.580,2220.560,2323.630,2336.950,2357.520,2453.620,2466.820,2487.840,2576.590,2589.970,2613.340,2704.410,2716.310,2732.440,2844.190,2859.160,2901.110,2991.200,3003.880,3027.000,3117.050,3128.980,3145.580,3252.940,3267.230,3294.860,3384.010,3396.810,3415.970,3507.900,3521.090,3541.780,3632.370,3645.350,3665.040,3756.590,3769.790,3789.990,3880.930,3893.980,3914.220,4005.270,4018.380,4038.200,4129.430,4142.510,4162.580,4254.280,4267.330,4287.390,4378.430,4391.470,4411.530,4502.860,4515.870,4535.980,4627.330,4640.340,4660.610,4751.620,4764.680,4784.580,4876.060,4889.170,4909.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.560,92.410,104.710,122.300,216.840,230.450,252.430,342.670,355.470,374.360,466.110,479.290,500.230,591.130,604.040,623.530,715.130,728.170,748.520,839.610,852.590,872.370,964.060,977.160,997.120,1088.140,1101.210,1121.130,1212.310,1225.380,1245.480,1336.370,1349.430,1369.320,1464.960,1477.960,1498.190,1591.700,1605.640,1642.470,1729.960,1741.810,1758.030,1865.790,1879.720,1904.130,1994.750,2008.340,2034.600,2123.070,2134.880,2151.120,2259.220,2273.360,2300.540,2390.870,2403.870,2429.510,2518.880,2530.740,2546.600,2657.710,2672.040,2700.480,2790.870,2803.740,2827.390,2916.920,2928.850,2944.970,3056.820,3071.140,3098.880,3189.290,3202.130,3227.050,3316.840,3328.630,3344.770,3448.380,3462.850,3491.980,3581.590,3594.070,3612.190,3705.100,3718.490,3740.270,3830.430,3843.240,3862.290,3953.870,3967.070,3987.400,4077.910,4090.930,4110.450,4201.390,4214.440,4234.470,4325.130,4338.140,4358.310,4449.480,4462.450,4482.590,4573.540,4586.510,4606.190,4697.280,4710.290,4730.340,4820.880,4833.960,4853.790,4945.090,4958.160,4978.100,0.000,0.000,0.000,0.000,0.000
77.860,90.400,108.250,201.620,215.110,237.090,327.520,340.350,359.590,451.170,464.330,484.650,575.380,588.370,608.270,699.250,712.360,732.250,823.470,836.430,856.510,947.700,960.720,980.790,1071.880,1084.840,1104.780,1195.910,1208.990,1229.030,1320.020,1333.050,1353.040,1449.740,1462.960,1484.640,1572.630,1585.850,1606.810,1697.980,1710.190,1726.530,1833.340,1849.080,1951.810,1966.950,2004.300,2096.000,2108.150,2123.930,2249.390,2265.090,2369.230,2386.570,2482.890,2496.110,2514.680,2610.100,2625.400,2748.950,2764.150,2810.890,2902.680,2914.280,2929.740,2979.990,3073.480,3085.880,3104.010,3210.500,3227.130,3322.930,3335.790,3354.990,3446.880,3460.030,3480.400,3571.190,3584.170,3603.880,3694.920,3707.990,3728.110,3819.330,3832.380,3852.150,3943.490,3956.550,3976.470,4067.280,4080.240,4100.220,4191.530,4204.570,4224.500,4315.910,4328.990,4348.640,4440.000,4453.030,4472.950,4564.090,4577.180,4597.000,4688.260,4701.330,4721.890,4813.170,4826.180,4845.870,4936.890,4949.980,4970.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66.650,81.830,116.680,206.310,218.670,236.440,331.270,344.690,366.610,456.620,469.530,488.500,579.950,593.110,613.150,703.620,716.440,736.060,827.280,840.390,860.430,951.550,964.650,984.420,1075.470,1088.500,1108.340,1199.460,1212.530,1232.340,1323.570,1336.620,1356.410,1452.820,1465.980,1486.770,1575.380,1588.690,1610.550,1701.270,1713.130,1729.390,1839.290,1854.700,1978.090,2001.640,2092.080,2104.710,2120.850,2227.210,2243.510,2339.330,2353.130,2376.020,2469.550,2482.250,2501.200,2601.140,2616.880,2732.770,2746.770,2771.150,2864.910,2877.570,2896.440,2991.010,3005.150,3148.490,3163.170,3191.230,3283.000,3295.560,3312.610,3420.290,3435.010,3465.560,3554.880,3567.370,3585.300,3678.790,3692.230,3713.490,3803.860,3816.720,3835.760,3927.380,3940.550,3960.970,4051.640,4064.580,4083.970,4175.770,4188.850,4209.030,4300.030,4313.130,4333.070,4424.120,4437.120,4456.800,4547.910,4560.950,4580.710,4671.490,4684.530,4704.190,4795.320,4808.440,4828.390,4919.470,4932.530,4952.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70.980,83.590,102.090,195.170,208.470,230.500,321.460,334.330,353.980,445.760,458.920,479.520,570.580,583.580,603.540,694.790,707.870,728.370,819.740,832.730,852.720,944.050,957.070,977.500,1069.120,1082.250,1102.240,1193.620,1206.790,1227.040,1317.840,1330.860,1351.180,1448.000,1461.330,1483.520,1571.690,1584.760,1605.400,1696.860,1709.230,1725.740,1830.430,1846.050,1950.510,1965.870,2015.270,2107.590,2119.120,2134.580,2196.400,2288.980,2301.350,2317.250,2431.010,2447.540,2541.950,2555.620,2578.610,2672.720,2685.590,2705.050,2802.020,2817.590,2933.980,2947.850,2971.980,3066.560,3079.280,3098.780,3194.680,3209.230,3281.210,3369.810,3382.080,3399.850,3494.790,3508.380,3530.970,3621.580,3634.390,3653.560,3745.290,3758.510,3779.190,3870.210,3883.070,3902.900,3994.410,4007.490,4027.900,4119.150,4132.190,4152.300,4243.630,4256.720,4276.890,4368.280,4381.330,4401.670,4493.080,4506.110,4526.230,4617.810,4630.900,4651.050,4742.360,4755.480,4775.720,4866.940,4879.930,4899.790,4991.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
