48.150,196.270,343.800,491.050,638.430,786.010,933.540,1080.550,1228.550,1378.030,1528.660,1668.890,1815.800,1981.390,2137.930,2279.900,2426.310,2599.450,2639.010,2773.080,2936.750,3079.760,3225.320,3394.750,3548.060,3696.720,3844.280,3991.370,4137.780,4284.030,4431.430,4578.670,4726.060,4874.340,0.000,0.000,0.000,0.000,0.000
43.040,189.660,335.360,481.670,627.290,772.970,918.160,1064.490,1210.960,1357.370,1502.860,1643.200,1793.300,1946.200,2088.060,2230.690,2382.450,2532.360,2672.850,2817.600,2972.710,3121.210,3261.700,3408.580,3554.700,3700.510,3844.740,3989.760,4135.290,4280.630,4425.670,4570.590,4715.770,4861.190,0.000,0.000,0.000,0.000,0.000
58.310,206.950,352.470,497.990,644.200,790.650,937.030,1083.550,1230.410,1375.770,1522.300,1661.820,1808.910,1963.390,2108.240,2247.860,2399.360,2554.890,2699.000,2838.780,2989.160,3142.320,3284.380,3429.640,3575.980,3721.820,3866.910,4013.240,4159.130,4304.610,4451.060,4596.830,4742.420,4888.900,0.000,0.000,0.000,0.000,0.000
55.760,206.770,352.950,498.580,643.600,788.170,933.470,1079.330,1224.230,1369.360,1514.660,1655.900,1802.290,1952.610,2096.640,2237.010,2386.650,2536.720,2679.310,2823.000,2974.320,3121.470,3262.650,3409.580,3556.540,3701.880,3845.600,3990.140,4135.080,4280.800,4426.020,4571.510,4716.840,4862.210,0.000,0.000,0.000,0.000,0.000
57.370,206.540,352.460,497.950,643.370,790.780,937.660,1083.230,1229.490,1374.770,1520.950,1658.960,1808.340,1969.260,2117.370,2256.210,2406.510,2565.220,2710.700,2850.380,3005.000,3170.620,3322.340,3464.630,3609.430,3754.400,3901.420,4047.730,4193.810,4340.030,4485.900,4632.550,4778.940,4925.050,0.000,0.000,0.000,0.000,0.000
56.750,205.900,354.720,503.940,653.620,803.370,953.680,1103.120,1253.640,1404.270,1445.580,1579.470,1620.480,1754.800,1910.310,2052.390,2217.480,2246.530,2377.400,2545.850,2690.600,2835.700,2871.020,3002.760,3031.940,3163.470,3318.400,3461.160,3608.230,3756.260,3905.090,4053.490,4201.960,4350.850,4500.370,4650.650,4799.420,4947.750,0.000
58.330,205.640,354.530,504.740,655.090,804.310,952.890,1103.530,1252.480,1400.730,1563.510,1713.410,1853.920,2009.840,2042.960,2174.910,2358.010,2512.050,2652.380,2815.970,2845.550,2976.450,3141.580,3286.020,3434.860,3586.700,3737.160,3884.480,4033.460,4183.840,4335.340,4485.560,4634.890,4784.470,4933.150,0.000,0.000,0.000,0.000
49.920,195.700,341.300,485.910,631.090,777.470,923.040,1067.980,1213.740,1358.930,1502.390,1642.540,1792.650,1948.370,2090.640,2231.730,2387.180,2538.630,2679.480,2822.440,2977.890,3127.750,3266.810,3414.100,3560.970,3706.950,3852.900,3998.670,4144.110,4288.390,4433.770,4579.280,4725.610,4871.990,0.000,0.000,0.000,0.000,0.000
48.610,195.320,340.840,486.730,632.600,779.120,924.840,1070.480,1216.880,1363.160,1508.190,1647.420,1799.520,1956.330,2099.500,2237.660,2393.220,2553.600,2696.770,2835.660,2992.800,3154.730,3298.340,3439.960,3584.100,3728.990,3874.590,4019.650,4166.020,4311.810,4457.990,4604.530,4749.850,4895.180,0.000,0.000,0.000,0.000,0.000
52.020,197.430,342.610,487.390,633.370,778.740,925.340,1071.090,1216.720,1362.340,1506.230,1645.200,1797.260,1957.050,2102.050,2241.650,2393.820,2552.000,2696.270,2835.890,2988.450,3142.310,3283.440,3428.020,3574.100,3719.980,3865.630,4010.450,4155.920,4300.900,4447.200,4593.300,4738.580,4884.450,0.000,0.000,0.000,0.000,0.000
