74.720,220.960,366.330,511.350,656.870,801.990,947.130,1092.590,1237.880,1383.270,1526.960,1699.180,1890.060,2043.360,2174.110,2324.330,2497.050,2847.220,2978.890,3126.890,3298.860,3444.970,3589.770,3735.140,3880.490,4025.430,4171.180,4316.930,4462.500,4607.460,4752.950,4898.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54.250,199.310,343.990,489.250,634.490,779.250,924.190,1069.010,1213.830,1358.330,1494.720,1625.340,1655.890,1799.690,1970.690,2105.830,2234.340,2265.810,2407.680,2446.120,2592.660,2768.880,2903.680,3032.850,3063.560,3205.770,3242.540,3389.330,3536.290,3680.910,3825.880,3970.620,4115.520,4260.370,4405.160,4549.760,4694.650,4839.340,4984.450
61.120,207.080,352.680,498.710,644.080,790.090,935.870,1081.360,1227.340,1372.550,1516.800,1644.150,1807.460,1978.520,2128.370,2254.960,2411.500,2582.990,2746.500,2875.270,3020.410,3055.410,3201.890,3374.370,3517.910,3663.800,3809.760,3955.860,4101.500,4247.290,4393.340,4539.400,4685.060,4830.790,4976.330,0.000,0.000,0.000,0.000
73.070,219.710,364.680,509.930,655.410,801.250,946.730,1092.550,1237.680,1383.110,1544.590,1672.170,1818.870,1850.780,1996.580,2036.040,2186.200,2362.080,2492.670,2626.130,2659.640,2804.050,2979.270,3131.600,3257.590,3414.930,3561.000,3706.370,3851.700,3996.750,4142.400,4287.720,4433.150,4578.410,4723.440,4868.710,0.000,0.000,0.000
50.750,195.970,341.550,487.520,633.260,778.690,923.720,1069.300,1214.640,1360.250,1497.130,1626.610,1661.670,1806.390,1980.980,2139.430,2266.910,2416.270,2457.620,2604.670,2780.100,2935.640,3062.830,3214.470,3271.700,3425.550,3573.870,3719.620,3864.970,4010.190,4155.300,4300.540,4446.440,4592.150,4737.280,4883.380,0.000,0.000,0.000
48.530,194.620,340.010,485.840,631.090,776.500,922.220,1067.830,1213.170,1358.950,1495.990,1626.540,1662.940,1807.670,1987.540,2162.620,2293.210,2426.240,2461.160,2606.340,2781.830,2943.220,3071.320,3218.120,3250.760,3396.850,3544.620,3690.220,3836.160,3981.860,4127.200,4272.020,4417.810,4563.290,4709.210,4854.680,0.000,0.000,0.000
54.670,201.710,347.960,494.270,640.530,787.180,933.380,1079.140,1225.620,1371.380,1514.870,1643.060,1807.480,1978.150,2127.090,2254.530,2410.960,2581.180,2739.700,2868.640,3016.750,3191.730,3368.450,3509.930,3657.290,3802.820,3948.700,4094.950,4241.440,4387.710,4533.890,4680.250,4826.900,4973.490,0.000,0.000,0.000,0.000,0.000
75.250,222.170,366.300,511.010,654.820,799.180,943.110,1087.690,1231.740,1376.230,1522.860,1647.630,1813.850,1843.200,1987.030,2160.780,2289.930,2424.080,2451.370,2594.070,2780.110,2938.360,3063.860,3215.070,3244.940,3388.740,3535.980,3680.730,3826.050,3970.540,4114.890,4259.670,4404.490,4549.340,4693.510,4838.540,4983.110,0.000,0.000
72.230,217.820,362.720,507.880,653.390,798.210,943.820,1088.660,1234.120,1379.300,1534.380,1661.560,1814.030,2008.040,2054.860,2204.040,2380.830,2539.480,2667.030,2816.340,3013.870,3044.570,3190.280,3366.570,3506.650,3652.760,3798.110,3943.800,4089.290,4235.000,4380.800,4526.160,4671.070,4816.670,4962.020,0.000,0.000,0.000,0.000
53.520,198.690,343.680,488.720,634.120,779.520,924.450,1069.660,1214.630,1359.490,1496.580,1625.920,1658.280,1801.940,1978.090,2129.500,2254.850,2411.890,2606.520,2641.890,2788.390,2962.690,3092.920,3225.520,3256.210,3400.140,3547.100,3692.380,3837.920,3983.460,4128.830,4273.430,4418.180,4563.120,4708.160,4852.610,4997.710,0.000,0.000
52.070,196.870,343.000,488.350,634.520,780.110,926.070,1071.710,1217.130,1363.050,1500.410,1631.360,1668.740,1811.810,1847.170,1994.170,2170.890,2308.400,2436.920,2480.410,2621.080,2648.440,2793.380,2968.460,3102.980,3233.090,3269.460,3415.100,3563.300,3708.610,3854.240,3999.400,4144.730,4290.610,4436.130,4581.640,4727.430,4872.780,0.000
49.210,195.400,341.260,487.210,634.100,779.780,925.930,1071.890,1217.300,1363.330,1501.230,1632.180,1813.630,1850.200,1997.350,2033.090,2183.450,2354.990,2485.660,2624.220,2661.430,2807.130,2980.600,3137.730,3265.640,3420.190,3567.010,3712.080,3857.970,4003.880,4148.830,4294.400,4440.460,4586.870,4732.960,4878.610,0.000,0.000,0.000
62.440,208.880,354.190,499.850,645.480,791.310,937.810,1083.550,1229.420,1375.010,1522.550,1649.880,1808.590,1978.750,2130.280,2257.550,2411.510,2582.900,2745.160,2874.510,3019.740,3196.910,3377.580,3523.120,3669.110,3814.980,3960.480,4106.350,4252.410,4398.000,4544.140,4690.030,4835.390,4981.130,0.000,0.000,0.000,0.000,0.000
63.300,207.810,352.540,497.330,641.570,786.190,930.730,1075.040,1219.910,1363.990,1501.810,1631.390,1661.870,1803.850,1846.480,1993.360,2170.430,2309.380,2436.960,2473.120,2613.360,2641.810,2785.760,2956.520,3085.420,3223.060,3252.940,3395.750,3542.860,3687.990,3832.650,3977.210,4121.580,4265.870,4410.020,4554.410,4698.790,4843.480,4988.270
55.100,200.410,346.140,491.600,636.800,782.180,927.500,1072.630,1217.970,1363.240,1501.230,1632.030,1817.650,1846.810,1991.720,2165.330,2298.690,2428.560,2608.330,2783.310,2950.520,3080.110,3221.780,3256.490,3401.710,3549.050,3694.240,3839.680,3984.380,4129.390,4274.560,4419.690,4565.370,4710.580,4855.690,0.000,0.000,0.000,0.000
60.490,205.980,351.310,495.680,640.850,785.380,930.420,1074.860,1219.760,1364.890,1503.480,1633.220,1676.420,1817.230,1845.370,1989.330,2162.050,2293.540,2425.790,2458.190,2602.000,2774.630,2918.360,3045.010,3208.990,3383.160,3528.820,3674.000,3818.670,3963.520,4108.230,4253.710,4398.390,4543.410,4688.100,4833.340,4978.370,0.000,0.000
51.690,196.450,341.610,486.110,631.080,776.420,921.390,1066.220,1211.400,1356.250,1493.230,1625.310,1659.330,1803.190,1976.840,2125.980,2251.780,2409.650,2586.840,2758.960,2888.900,3024.890,3055.390,3199.120,3369.060,3510.600,3655.470,3800.380,3944.730,4090.050,4234.940,4379.830,4524.570,4669.820,4814.410,4959.090,0.000,0.000,0.000
61.860,208.920,354.470,501.080,646.800,792.640,938.820,1085.190,1232.080,1378.470,1532.370,1660.830,1813.070,1983.130,2148.840,2279.700,2422.000,2601.340,2772.050,2910.680,3039.690,3205.980,3375.400,3520.530,3666.900,3812.930,3958.940,4105.840,4252.440,4398.320,4545.310,4691.590,4837.830,4983.840,0.000,0.000,0.000,0.000,0.000
49.670,194.510,339.560,484.660,629.140,774.030,919.030,1063.610,1208.610,1353.400,1488.770,1623.930,1654.410,1797.620,1824.950,1973.260,2119.190,2244.880,2412.260,2444.460,2589.020,2763.740,2894.520,3025.600,3061.100,3204.390,3245.160,3391.910,3538.720,3683.090,3828.010,3972.480,4117.310,4262.440,4406.950,4551.190,4695.900,4840.690,4985.520
54.170,199.340,344.910,490.410,635.870,781.070,926.340,1071.390,1217.100,1362.510,1501.290,1631.990,1681.920,1823.590,1851.400,1995.310,2171.800,2312.930,2441.060,2609.920,2784.610,2952.540,3082.820,3222.780,3257.870,3403.400,3550.630,3696.060,3841.160,3986.100,4131.660,4277.100,4422.630,4568.380,4713.580,4858.800,0.000,0.000,0.000
49.370,195.750,340.530,485.390,631.160,775.940,920.730,1065.920,1210.810,1355.870,1492.160,1624.870,1657.370,1801.300,1972.420,2112.720,2240.350,2409.840,2462.650,2610.660,2641.210,2786.100,2958.200,3088.410,3224.290,3255.680,3399.650,3547.660,3692.780,3837.360,3982.060,4127.520,4272.730,4417.530,4562.500,4707.560,4852.640,4997.470,0.000
56.850,202.090,347.360,492.560,637.890,783.510,928.320,1073.410,1218.210,1363.540,1501.870,1631.950,1667.630,1809.860,1843.610,1989.400,2162.400,2293.800,2426.060,2460.560,2604.190,2777.680,2928.380,3054.610,3210.600,3384.290,3530.030,3674.330,3819.420,3964.400,4109.340,4254.620,4399.770,4545.480,4690.140,4835.580,4980.930,0.000,0.000
49.830,196.420,341.790,488.300,633.920,779.790,925.860,1071.480,1217.550,1363.320,1502.770,1633.850,1804.300,1973.440,2116.310,2244.960,2404.620,2572.240,2713.900,2843.000,3004.100,3172.430,3313.760,3455.440,3601.930,3748.000,3894.200,4039.840,4186.310,4332.640,4478.930,4624.390,4770.240,4915.960,0.000,0.000,0.000,0.000,0.000
56.510,202.110,347.250,492.100,637.340,782.410,928.270,1073.570,1218.720,1363.760,1503.020,1633.600,1805.940,1975.510,2121.820,2249.100,2408.020,2578.170,2729.800,2856.850,3010.870,3180.110,3334.100,3473.870,3619.910,3765.750,3910.520,4056.240,4201.590,4347.360,4492.760,4638.590,4784.370,4929.570,0.000,0.000,0.000,0.000,0.000
65.270,212.300,357.400,502.590,647.430,792.410,937.540,1082.640,1227.760,1372.990,1517.760,1644.950,1806.600,1975.500,2121.060,2247.670,2407.800,2579.580,2733.880,2861.230,3013.710,3190.040,3363.690,3502.920,3649.110,3794.620,3939.940,4084.670,4230.020,4374.940,4520.440,4665.500,4810.850,4955.540,0.000,0.000,0.000,0.000,0.000
54.980,200.400,346.050,491.680,637.030,782.900,928.050,1073.370,1218.770,1364.610,1503.850,1634.170,1808.070,1978.320,2129.900,2257.820,2411.290,2580.890,2738.800,2867.720,3016.520,3189.600,3361.110,3501.290,3647.670,3792.920,3938.520,4084.050,4230.080,4375.110,4520.490,4666.340,4811.810,4957.080,0.000,0.000,0.000,0.000,0.000
67.220,211.970,356.640,501.480,645.820,790.240,935.120,1079.890,1224.230,1368.840,1509.930,1638.080,1809.220,1852.590,1999.390,2168.080,2302.930,2433.050,2472.460,2613.670,2643.090,2787.060,2957.440,3087.910,3224.530,3255.450,3398.650,3545.770,3690.380,3835.730,3980.830,4125.260,4269.830,4414.990,4559.510,4704.120,4849.280,4993.670,0.000
54.920,199.750,344.300,488.830,634.560,779.720,924.650,1069.510,1214.500,1359.580,1497.110,1626.540,1672.490,1815.490,1845.230,1989.460,2162.140,2294.580,2426.080,2463.680,2607.490,2787.360,2958.350,3089.250,3224.990,3261.670,3406.450,3553.960,3698.800,3843.970,3988.150,4133.460,4278.520,4424.200,4569.250,4714.080,4859.520,0.000,0.000
